URL,Version,Status,OIDs,Name,Title,Description,Used
https://kip.rkkp.dk/fhir/CodeSystem/ACTherapyNotGiven,0.1.8,active,,ACTherapyNotGiven,Reasons for not giving anticoagulation therapy,"Årsagen til hvorfor man har fravalgt antikoagulationsbehandling.",
https://kip.rkkp.dk/fhir/CodeSystem/AKBehandling,0.1.8,active,,AKBehandling,AK Behandling (DKR),"AK Behandling (DKR)",
https://kip.rkkp.dk/fhir/CodeSystem/ASAClassification,0.1.8,active,,ASAClassification,ASA Physical Status Classification System,"Score udviklet til vurdering af det fysiske helbred. Link: https://www.asahq.org/standards-and-guidelines/asa-physical-status-classification-system",
https://kip.rkkp.dk/fhir/CodeSystem/ATC,0.1.8,active,"2.16.840.1.113883.6.73",ATC,WHO ATC,"WHO ATC code system. Link: http://www.whocc.no/atc",
https://kip.rkkp.dk/fhir/CodeSystem/ATCMixedCodes,0.1.8,active,,ATCMixedCodes,WHO ATC; Mixed codes,"WHO ATC code system; Mixed codes. Link: http://www.whocc.no/atc",
https://kip.rkkp.dk/fhir/CodeSystem/ActilyseNotGiven,0.1.8,active,,ActilyseNotGiven,Reasons for not giving total dose of actilyse,"Årsagen til hvorfor man ikke har givet totaldosis i.v. actilyse.",
https://kip.rkkp.dk/fhir/CodeSystem/ActivityType,0.1.8,active,,ActivityType,Activity type,"Activity type",
https://kip.rkkp.dk/fhir/CodeSystem/AktuelSygdomsforlob,0.1.8,active,,AktuelSygdomsforlob,Aktuel Sygdomsforløb,"Er patienten i det aktuelle sygdomsforløb",
https://kip.rkkp.dk/fhir/CodeSystem/Alchohol,0.1.8,active,,Alchohol,Alchohol,"Healthfactor alchohol",
https://kip.rkkp.dk/fhir/CodeSystem/AlchoholDrugs,0.1.8,active,,AlchoholDrugs,Alchohol or drugs,"Alchohol or drugs",
https://kip.rkkp.dk/fhir/CodeSystem/AlloplastyTypes,0.1.8,active,,AlloplastyTypes,Alloplasty operation types,"Alloplasty operation types",
https://kip.rkkp.dk/fhir/CodeSystem/AnasthesiaService,0.1.8,active,,AnasthesiaService,Anæstesiydelse,"Anæstesiydelse",
https://kip.rkkp.dk/fhir/CodeSystem/AnasthesiaTypeGen,0.1.8,active,,AnasthesiaTypeGen,Anæstesi Type Generel,"Generel Anæstesiydelse - Tillæg",
https://kip.rkkp.dk/fhir/CodeSystem/AnastomosisLeak,0.1.8,active,,AnastomosisLeak,Anastomosis leak,"Anastomosis Leak",
https://kip.rkkp.dk/fhir/CodeSystem/AnastomosisLeakConsequence,0.1.8,active,,AnastomosisLeakConsequence,Anastomosis leak consequence,"Anastomosis leak consequence",
https://kip.rkkp.dk/fhir/CodeSystem/AnastomosisLeakGrading,0.1.8,active,,AnastomosisLeakGrading,Anastomosis leak grading,"Anastomosis leak grading",
https://kip.rkkp.dk/fhir/CodeSystem/AnastomosisType,0.1.8,active,,AnastomosisType,Anastomosis type,"Anastomosis type",
https://kip.rkkp.dk/fhir/CodeSystem/AnatomicalLocations,0.1.8,active,,AnatomicalLocations,Anatomy locations, not specified in classifcations (SKS, etc.),"Anatomy locations, not specified in classifcations (SKS, etc.)",
https://kip.rkkp.dk/fhir/CodeSystem/AneurysmClosure,0.1.8,active,,AneurysmClosure,Aneurysm closure,"Aneurysm closure - Degree of closure",
https://kip.rkkp.dk/fhir/CodeSystem/AneurysmSizeScale,0.1.8,active,,AneurysmSizeScale,Aneurysm size scale (SAH),"Aneurysm size scale (SAH)",
https://kip.rkkp.dk/fhir/CodeSystem/AnnArborStagingClassification,0.1.8,active,,AnnArborStagingClassification,Ann Arbor staging system,"Ann Arbor staging system; Link: https://radiopaedia.org/articles/ann-arbor-staging-system",
https://kip.rkkp.dk/fhir/CodeSystem/ArtrosePlacering,0.1.8,active,,ArtrosePlacering,Placering af indikationsgivne artrose,"Placering af indikationsgivne artrose",
https://kip.rkkp.dk/fhir/CodeSystem/AssessmentType,0.1.8,active,,AssessmentType,Assessment type,"Assessment type",
https://kip.rkkp.dk/fhir/CodeSystem/AssistDevices,0.1.8,active,,AssistDevices,Assist devices,"Assist devices",
https://kip.rkkp.dk/fhir/CodeSystem/BANFF,0.1.8,active,,BANFF,Banff Classifikation,"Banff Classifikation",
https://kip.rkkp.dk/fhir/CodeSystem/BasicDisorder,0.1.8,active,,BasicDisorder,Basic disorder,"Basic disorder",
https://kip.rkkp.dk/fhir/CodeSystem/BehandlingAfbrudt,0.1.8,active,,BehandlingAfbrudt,Behandling afbrudt/ophørt,"Årsager til behandling eller forløb er afbrudt/ophørt",
https://kip.rkkp.dk/fhir/CodeSystem/BinetStagingSystem,0.1.8,active,,BinetStagingSystem,Binet staging system for Chroniz Lymphocytic Leukemia,"Stages chronic lymphocytic leukemia, similar to Rai Staging System. *Nodal areas: cervical, axillary, inguinal (one side or both), spleen, and liver. Link: https://www.mdcalc.com/calc/10053/binet-staging-system-chronic-lymphocytic-leukemia-cll",
https://kip.rkkp.dk/fhir/CodeSystem/BiobankSamples,0.1.8,active,,BiobankSamples,Danish National Biobank - Samples/materials,"Danish National Biobank - Samples/materials",
https://kip.rkkp.dk/fhir/CodeSystem/Birthplace,0.1.8,active,,Birthplace,Birthplace,"Birthplace",
https://kip.rkkp.dk/fhir/CodeSystem/BleedingStroke,0.1.8,active,,BleedingStroke,Bleeding - Stroke,"Bleeding - Stroke",
https://kip.rkkp.dk/fhir/CodeSystem/BlockTypes,0.1.8,active,,BlockTypes,Typer af blokader,"Blokader - Central, Underekstremitet, Overekstremitet",
https://kip.rkkp.dk/fhir/CodeSystem/BloodThinnersTreatment,0.1.8,active,,BloodThinnersTreatment,Current treatment (if any) of medical blood thinners,"Current treatment (if any) of medical blood thinners",
https://kip.rkkp.dk/fhir/CodeSystem/BoneLossAcetabulumFemurClassification,0.1.8,active,,BoneLossAcetabulumFemurClassification,Bone loss - Acetabulum Femur Classification,"Walch classification; Link: https://radiopaedia.org/articles/walch-classification-of-glenoid-morphology-1",
https://kip.rkkp.dk/fhir/CodeSystem/BulkingMaterialeDUGA,0.1.8,active,,BulkingMaterialeDUGA,Bulking materiale - Urogynækologi (DUGA),"Bulking materiale - Urogynækologi (DUGA)",
https://kip.rkkp.dk/fhir/CodeSystem/CALRGeneType,0.1.8,active,,CALRGeneType,CALR gene type,"CALR gene type",
https://kip.rkkp.dk/fhir/CodeSystem/CalciumType,0.1.8,active,,CalciumType,Calcium type,"Calcium type",
https://kip.rkkp.dk/fhir/CodeSystem/CancerInvestigation,0.1.8,active,,CancerInvestigation,Cancer investigation,"Udredning for cancerpatienter for cancerpatienter.",
https://kip.rkkp.dk/fhir/CodeSystem/CauseOfDeath,0.1.8,active,,CauseOfDeath,Cause of death,"Cause of death",
https://kip.rkkp.dk/fhir/CodeSystem/CementType,0.1.8,active,,CementType,Cement type,"Cement type",
https://kip.rkkp.dk/fhir/CodeSystem/CentralBlock,0.1.8,active,,CentralBlock,Central blokade,"Tidspunkt for central blokade",
https://kip.rkkp.dk/fhir/CodeSystem/ChemotherapyRegimen,0.1.8,active,,ChemotherapyRegimen,Chemotherapy regimen,"Chemotherapy regimen",
https://kip.rkkp.dk/fhir/CodeSystem/ChromosomPair,0.1.8,active,,ChromosomPair,Chromosom pair,"Chromosom pair",
https://kip.rkkp.dk/fhir/CodeSystem/ClinicalProtocolCodes,0.1.8,active,,ClinicalProtocolCodes,Clinical protocol; name,"Clinical protocol; name",
https://kip.rkkp.dk/fhir/CodeSystem/ClinicalProtocolNotParticipated,0.1.8,active,,ClinicalProtocolNotParticipated,Clinical protocol - patient did not participated; cause,"Clinical protocol -  patient did not participated; cause",
https://kip.rkkp.dk/fhir/CodeSystem/CognitiveFunctionFinding,0.1.8,active,,CognitiveFunctionFinding,Cognitive function finding,"Cognitive function finding / SNOMED-CT: 373930000",
https://kip.rkkp.dk/fhir/CodeSystem/CognitiveTest,0.1.8,active,,CognitiveTest,Cognitive test,"Cognitive test",
https://kip.rkkp.dk/fhir/CodeSystem/Competence,0.1.8,active,,Competence,Fagligt niveau,"Udførende personales faglighed",
https://kip.rkkp.dk/fhir/CodeSystem/Complications,0.1.8,active,,Complications,Complications,"Complications - several procedures",
https://kip.rkkp.dk/fhir/CodeSystem/ConferenceParticipants,0.1.8,active,,ConferenceParticipants,Conference Participants,"Deltagende faggrupper",
https://kip.rkkp.dk/fhir/CodeSystem/ContactPatient,0.1.8,active,,ContactPatient,Kontakt til patient,"Kontakttype til patient - Undersøgelse, interview, mv.",
https://kip.rkkp.dk/fhir/CodeSystem/ContactPlace,0.1.8,active,,ContactPlace,Contact; Place of contact,"Contact; Place of contact",
https://kip.rkkp.dk/fhir/CodeSystem/ContaminationDegree,0.1.8,active,,ContaminationDegree,Contamination degree,"Contamination degree",
https://kip.rkkp.dk/fhir/CodeSystem/CoronaryArteryGraph,0.1.8,active,,CoronaryArteryGraph,KAG risk assesment,"Should the patient get a KAG",
https://kip.rkkp.dk/fhir/CodeSystem/Cyclus,0.1.8,active,,Cyclus,Cyclus,"Cyclus længde",
https://kip.rkkp.dk/fhir/CodeSystem/CytogeneticChanges,0.1.8,active,,CytogeneticChanges,Cytogenetic changes,"Cytogenetic changes",
https://kip.rkkp.dk/fhir/CodeSystem/CytogeneticExamination,0.1.8,active,,CytogeneticExamination,Cytogenetic examination,"Examination; cytogenetic examination",
https://kip.rkkp.dk/fhir/CodeSystem/DHDeksklusionskriterie,0.1.8,active,,DHDeksklusionskriterie,DHD eksklusionskriterier,"Patienten skal ikke indberettes til DHD, fordi patienten opfylder et af følgende eksklusionskriterier.",
https://kip.rkkp.dk/fhir/CodeSystem/DSAFindingsLocation,0.1.8,active,,DSAFindingsLocation,Findings with digital subtraction angiography (DSA); location of clot,"Findings with digital subtraction angiography (DSA); location of clot",
https://kip.rkkp.dk/fhir/CodeSystem/DatabasesKIP,0.1.8,active,,DatabasesKIP,Databaser - KIP,"Databaser i KIP",
https://kip.rkkp.dk/fhir/CodeSystem/DeathPlace,0.1.8,active,,DeathPlace,Place of death,"Place of death",
https://kip.rkkp.dk/fhir/CodeSystem/DefibrilleringAnalyse,0.1.8,active,,DefibrilleringAnalyse,Defibrillering_Analyse,"Metode til analyse/defibrillering af hjerterytme",
https://kip.rkkp.dk/fhir/CodeSystem/DetectionMethods,0.1.8,active,,DetectionMethods,Detection methods,"Detection methods (vasospasms etc.)",
https://kip.rkkp.dk/fhir/CodeSystem/Dialyseadgang,0.1.8,active,,Dialyseadgang,Dialyseadgang,"Dialyseadgang",
https://kip.rkkp.dk/fhir/CodeSystem/DiseaseLocalization,0.1.8,active,,DiseaseLocalization,Disease localization,"Disease localization",
https://kip.rkkp.dk/fhir/CodeSystem/DiseasePhase,0.1.8,active,,DiseasePhase,Disease phase,"Disease phase",
https://kip.rkkp.dk/fhir/CodeSystem/DiseasesUnspecified,0.1.8,active,,DiseasesUnspecified,Diseases - Unspecified without a code,"Diseases - Unspecified without a code",
https://kip.rkkp.dk/fhir/CodeSystem/Dosis,0.1.8,active,,Dosis,Dosis,"Dosis i givne mængder",
https://kip.rkkp.dk/fhir/CodeSystem/EDTACodes,0.1.8,active,,EDTACodes,EDTA koder (DNSL),"EDTA koder (DNSL)",
https://kip.rkkp.dk/fhir/CodeSystem/EHSIncisionalHerniaClassification,0.1.8,active,,EHSIncisionalHerniaClassification,EHS - Incisional hernia classification,"EHS (European Hernia Society) - Incisional hernia classification; Link: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2719726/",
https://kip.rkkp.dk/fhir/CodeSystem/EHSIncisionalHerniaClassificationType,0.1.8,active,,EHSIncisionalHerniaClassificationType,EHS - Incisional hernia classification type,"EHS (European Hernia Society) - Incisional hernia classification type",
https://kip.rkkp.dk/fhir/CodeSystem/EORTCQLQC1514,0.1.8,active,,EORTCQLQC1514,EORTC QLQ-C15-PAL 1-4,"EORTC Palliativ spørgeskema (1-15) grad 1-4. Se https://www.eortc.org/research_field/quality-of-life/",
https://kip.rkkp.dk/fhir/CodeSystem/EORTCQLQC1517,0.1.8,active,,EORTCQLQC1517,EORTC QLQ-C15-PAL G1-7,"EORTC Palliativ spørgeskema (1-15) grad 1-7. Se https://www.eortc.org/research_field/quality-of-life/",
https://kip.rkkp.dk/fhir/CodeSystem/EconomicSupport,0.1.8,active,,EconomicSupport,Economic support,"Economic support",
https://kip.rkkp.dk/fhir/CodeSystem/EdemaStroke,0.1.8,active,,EdemaStroke,Edema (brain) - Stroke,"Edema (brain) - Stroke",
https://kip.rkkp.dk/fhir/CodeSystem/EducationType,0.1.8,active,,EducationType,Education Type,"Education Type",
https://kip.rkkp.dk/fhir/CodeSystem/EndoscopicAppearance,0.1.8,active,,EndoscopicAppearance,Endoscopic appearance,"Endoscopic appearance",
