URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://kip.sundk.dk/fhir/ValueSet/AKBehandlingDKR,0.0.9,active,,AKBehandlingDKR,AK Behandling (DKR),"AK Behandling (DKR)",,"Internal"
https://kip.sundk.dk/fhir/ValueSet/AKFravalgt,0.0.9,active,,AKFravalgt,Fravalg af antikoagulationsbehandling; årsag,"Årsagen til hvorfor antikoagulationsbehandling er fravalgt",,"Internal"
https://kip.sundk.dk/fhir/ValueSet/ALDkemoterapi,0.0.9,active,,ALDkemoterapi, ALD_Kemoterapi,"ALD kemoterapi",,"Internal"
https://kip.sundk.dk/fhir/ValueSet/APInstabilitetDKR,0.0.9,active,,APInstabilitetDKR,AP-instabilitet (DKR),"AP-instabilitet (DKR)",,"Internal"
https://kip.sundk.dk/fhir/ValueSet/ASAIVI,0.0.9,active,,ASAIVI,ASA klassifikation I-VI,"ASA klassifikation I-VI",,"Internal"
https://kip.sundk.dk/fhir/ValueSet/ASAIVIkort,0.0.9,active,,ASAIVIkort,ASA klassifikation I-VI Kort,"ASA klassifikation I-VI i kort version",,"Internal"
https://kip.sundk.dk/fhir/ValueSet/ATCAntibiotikaprofylakseDKR,0.0.9,active,,ATCAntibiotikaprofylakseDKR,ATC - Antibiotikaprofylakse (DKR),"ATC - Antibiotikaprofylakse (DKR)",,"Internal"
https://kip.sundk.dk/fhir/ValueSet/ATCAntibiotikaprofylakseDosisDKR,0.0.9,active,,ATCAntibiotikaprofylakseDosisDKR,ATC - Antibiotikaprofylakse, dosis (DKR),"ATC - Antibiotikaprofylakse, dosis (DKR)",,"Internal"
https://kip.sundk.dk/fhir/ValueSet/ATCAntibiotikaprofylakseVarighedDKR,0.0.9,active,,ATCAntibiotikaprofylakseVarighedDKR,ATC - Antibiotikaprofylakse, varighed (DKR),"ATC - Antibiotikaprofylakse, varighed (DKR)",,"Internal"
https://kip.sundk.dk/fhir/ValueSet/ATCChemoCLL,0.0.9,active,,ATCChemoCLL,ATC_CLL_kemo,"ATC koder kemoterapi - [CLL]",,"Internal"
https://kip.sundk.dk/fhir/ValueSet/ATCChemoPreparation,0.0.9,active,,ATCChemoPreparation,ATC: Præparater for kemobehandling,"ATC koder for præparater for kemobehandling",,"Internal"
https://kip.sundk.dk/fhir/ValueSet/ATCDMPN,0.0.9,active,,ATCDMPN,ATC DMPN,"ATC koder DMPN behandling. Erstattet af nyt VS fra okt. 2024",,"Internal"
https://kip.sundk.dk/fhir/ValueSet/ATCDMPN202410,0.0.9,active,,ATCDMPN202410,ATC DMPN 202410,"ATC koder DMPN behandling. Valueset erstatter tidligere fra okt. 2024",,"Internal"
https://kip.sundk.dk/fhir/ValueSet/ATCImmunotherapyCLL,0.0.9,active,,ATCImmunotherapyCLL,ATC_CLL_immunterapi,"ATC koder immunterapi - [CLL]",,"Internal"
https://kip.sundk.dk/fhir/ValueSet/ATCTargetCLL,0.0.9,active,,ATCTargetCLL,ATC_CLL_target,"ATC koder targeteret behandling - [CLL]",,"Internal"
