URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://kip.rkkp.dk/fhir/ValueSet/AKBehandlingDKR,0.1.8,active,,AKBehandlingDKR,AK Behandling (DKR),"AK Behandling (DKR)",,"Internal"
https://kip.rkkp.dk/fhir/ValueSet/AKFravalgt,0.1.8,active,,AKFravalgt,Fravalg af antikoagulationsbehandling; årsag,"Årsagen til hvorfor antikoagulationsbehandling er fravalgt",,"Internal"
https://kip.rkkp.dk/fhir/ValueSet/ALDkemoterapi,0.1.8,active,,ALDkemoterapi, ALD_Kemoterapi,"ALD kemoterapi",,"Internal"
https://kip.rkkp.dk/fhir/ValueSet/APInstabilitetDKR,0.1.8,active,,APInstabilitetDKR,AP-instabilitet (DKR),"AP-instabilitet (DKR)",,"Internal"
https://kip.rkkp.dk/fhir/ValueSet/ASAIVI,0.1.8,active,,ASAIVI,ASA klassifikation I-VI,"ASA klassifikation I-VI",,"Internal"
https://kip.rkkp.dk/fhir/ValueSet/ASAIVIkort,0.1.8,active,,ASAIVIkort,ASA klassifikation I-VI Kort,"ASA klassifikation I-VI i kort version",,"Internal"
https://kip.rkkp.dk/fhir/ValueSet/ATCAntibiotikaprofylakseDKR,0.1.8,active,,ATCAntibiotikaprofylakseDKR,ATC - Antibiotikaprofylakse (DKR),"ATC - Antibiotikaprofylakse (DKR)",,"Internal"
https://kip.rkkp.dk/fhir/ValueSet/ATCAntibiotikaprofylakseDosisDKR,0.1.8,active,,ATCAntibiotikaprofylakseDosisDKR,ATC - Antibiotikaprofylakse, dosis (DKR),"ATC - Antibiotikaprofylakse, dosis (DKR)",,"Internal"
https://kip.rkkp.dk/fhir/ValueSet/ATCAntibiotikaprofylakseVarighedDKR,0.1.8,active,,ATCAntibiotikaprofylakseVarighedDKR,ATC - Antibiotikaprofylakse, varighed (DKR),"ATC - Antibiotikaprofylakse, varighed (DKR)",,"Internal"
https://kip.rkkp.dk/fhir/ValueSet/ATCChemoCLL,0.1.8,active,,ATCChemoCLL,ATC_CLL_kemo,"ATC koder kemoterapi - [CLL]",,"Internal"
https://kip.rkkp.dk/fhir/ValueSet/ATCChemoPreparation,0.1.8,active,,ATCChemoPreparation,ATC: Præparater for kemobehandling,"ATC koder for præparater for kemobehandling",,"Internal"
https://kip.rkkp.dk/fhir/ValueSet/ATCDMPN,0.1.8,active,,ATCDMPN,ATC DMPN,"ATC koder DMPN behandling. Erstattet af nyt VS fra okt. 2024",,"Internal"
https://kip.rkkp.dk/fhir/ValueSet/ATCDMPN202410,0.1.8,active,,ATCDMPN202410,ATC DMPN 202410,"ATC koder DMPN behandling. Valueset erstatter tidligere fra okt. 2024",,"Internal"
https://kip.rkkp.dk/fhir/ValueSet/ATCImmunotherapyCLL,0.1.8,active,,ATCImmunotherapyCLL,ATC_CLL_immunterapi,"ATC koder immunterapi - [CLL]",,"Internal"
https://kip.rkkp.dk/fhir/ValueSet/ATCTargetCLL,0.1.8,active,,ATCTargetCLL,ATC_CLL_target,"ATC koder targeteret behandling - [CLL]",,"Internal"
https://kip.rkkp.dk/fhir/ValueSet/ATCTromboseprofylakseDKR,0.1.8,active,,ATCTromboseprofylakseDKR,ATC - Tromboseprofylakse (DKR),"ATC - Tromboseprofylakse (DKR)",,"Internal"
