Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-dk.kip.rkkp.fhir.ig.core.json	251295	-	0	0	0	0	0	0	15	264	0	0	0	0	0	0	0	4	0	0	829	1443	0	0	0	53	0	7
fsh-generated/resources/CodeSystem-ACTherapyNotGiven.json	1909	5	0	0	1	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	23	2756	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-AKBehandling.json	1403	2	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	15	61	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ASAClassification.json	1509	2	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	16	54	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ATC.json	14596	7	0	0	1	0	0	0	1	37	0	0	0	0	0	0	0	0	0	0	75	110	0	0	0	3	0	0
fsh-generated/resources/CodeSystem-ATCMixedCodes.json	1431	4	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	18	39	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ActilyseNotGiven.json	1104	4	0	0	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	15	35	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ActivityType.json	2266	3	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	22	36	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-AktuelSygdomsforlob.json	815	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	14	34	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-Alchohol.json	1349	3	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	22	36	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-AlchoholDrugs.json	1257	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	17	37	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-AlloplastyTypes.json	3201	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	27	36	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-AnasthesiaService.json	3091	1	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	25	37	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-AnasthesiaTypeGen.json	854	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	14	33	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-AnastomosisLeak.json	830	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	35	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-AnastomosisLeakConsequence.json	1971	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	19	36	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-AnastomosisLeakGrading.json	1055	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	14	34	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-AnastomosisType.json	1714	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	16	36	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-AnatomicalLocations.json	5251	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	27	45	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-AneurysmClosure.json	732	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	32	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-AneurysmSizeScale.json	940	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	30	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-AnnArborStagingClassification.json	1641	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	13	35	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ArtrosePlacering.json	1167	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	34	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-AssessmentType.json	2041	1	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	14	34	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-AssistDevices.json	702	2	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	10	32	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-BANFF.json	1229	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	30	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-BasicDisorder.json	5213	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	26	38	0	0	0	1	0	0
